Left-to-right mark	369817	por	Qual o lugar mais bonito do mundo?‎	MUIRIEL	2010-03-07 22:21:42	2010-07-30 15:38:33
Quotation marks: mixed curly and straight	6487282	por	"E nós, herdeiros do teu sangue e candidatos / à celeste mansão, perdidos, como vês, / nossos navios (oh que absurdo!), simplesmente / para aplacar a sanha a um coração cruel, / vítimas somos e nos vemos afastados / para longe das costas italianas. / É este o prêmio a que fazemos jus / por nossa devoção? Desta maneira / é que pretendes restaurar o nosso império?”	carlosalberto	2017-11-28 22:56:53	2018-03-20 21:16:58
Final punctuation	6488154	por	Sorrindo, o genitor dos homens e dos numes, / daquele jeito que serena os ares / tormentosos, de leve toca os lábios / da filha, com um beijo, e assim lhe fala:	carlosalberto	2017-11-29 15:19:14	2017-11-29 15:19:14
English quotation marks: unclosed opening mark	6488310	por	“Nada receies, Citereia, que o destino / dos teus inalterável permanece; / conforme prometido, tu verás / os muros da cidade de Lavínio / e, remontado à glória, levarás / até às estrelas o teu nobre Eneias; / nada me fez mudar de parecer".	carlosalberto	2017-11-29 18:15:33	2017-12-12 22:25:48
Straight quotation marks: odd number	6488310	por	“Nada receies, Citereia, que o destino / dos teus inalterável permanece; / conforme prometido, tu verás / os muros da cidade de Lavínio / e, remontado à glória, levarás / até às estrelas o teu nobre Eneias; / nada me fez mudar de parecer".	carlosalberto	2017-11-29 18:15:33	2017-12-12 22:25:48
Quotation marks: mixed curly and straight	6488310	por	“Nada receies, Citereia, que o destino / dos teus inalterável permanece; / conforme prometido, tu verás / os muros da cidade de Lavínio / e, remontado à glória, levarás / até às estrelas o teu nobre Eneias; / nada me fez mudar de parecer".	carlosalberto	2017-11-29 18:15:33	2017-12-12 22:25:48
English quotation marks: unopened closing mark	6488457	por	"As guerras então cessam, e se abrandam / aqueles tempos bárbaros; a Fé / encanecida (a antiga Lealdade), / Vesta e os irmãos Rômulo e Remo farão leis; / bem fechados serão, com férreas trancas, / os sinistros portais do templo erguido à Guerra; / lá dentro o Furor ímpio (o espírito maligno / das discórdias civis), preso, sentado / sobre uma pilha de armas assassinas, / amarradas as mãos atrás das costas / por cem grilhões de bronze, fremirá / de raiva, a goela hedionda ensanguentada”.	carlosalberto	2017-11-29 19:51:01	2017-12-12 22:39:28
Straight quotation marks: odd number	6488457	por	"As guerras então cessam, e se abrandam / aqueles tempos bárbaros; a Fé / encanecida (a antiga Lealdade), / Vesta e os irmãos Rômulo e Remo farão leis; / bem fechados serão, com férreas trancas, / os sinistros portais do templo erguido à Guerra; / lá dentro o Furor ímpio (o espírito maligno / das discórdias civis), preso, sentado / sobre uma pilha de armas assassinas, / amarradas as mãos atrás das costas / por cem grilhões de bronze, fremirá / de raiva, a goela hedionda ensanguentada”.	carlosalberto	2017-11-29 19:51:01	2017-12-12 22:39:28
Quotation marks: mixed curly and straight	6488457	por	"As guerras então cessam, e se abrandam / aqueles tempos bárbaros; a Fé / encanecida (a antiga Lealdade), / Vesta e os irmãos Rômulo e Remo farão leis; / bem fechados serão, com férreas trancas, / os sinistros portais do templo erguido à Guerra; / lá dentro o Furor ímpio (o espírito maligno / das discórdias civis), preso, sentado / sobre uma pilha de armas assassinas, / amarradas as mãos atrás das costas / por cem grilhões de bronze, fremirá / de raiva, a goela hedionda ensanguentada”.	carlosalberto	2017-11-29 19:51:01	2017-12-12 22:39:28
English quotation marks: unclosed opening mark	6551426	por	Assim Vênus falou; e logo o filho: / “Não vi ninguém, de tuas irmãs nenhuma / sequer ouvi, ó... como irei chamar-te? / Donzela? Teu semblante nada tem / de uma simples mortal, nem timbre humano / tem a tua voz, ó deusa – pois divina / deves ser. Não serás a irmã de Apolo, / ou do sangue das ninfas tu nasceste?"	carlosalberto	2017-12-12 00:10:13	2017-12-12 21:34:08
Straight quotation marks: odd number	6551426	por	Assim Vênus falou; e logo o filho: / “Não vi ninguém, de tuas irmãs nenhuma / sequer ouvi, ó... como irei chamar-te? / Donzela? Teu semblante nada tem / de uma simples mortal, nem timbre humano / tem a tua voz, ó deusa – pois divina / deves ser. Não serás a irmã de Apolo, / ou do sangue das ninfas tu nasceste?"	carlosalberto	2017-12-12 00:10:13	2017-12-12 21:34:08
Quotation marks: mixed curly and straight	6551426	por	Assim Vênus falou; e logo o filho: / “Não vi ninguém, de tuas irmãs nenhuma / sequer ouvi, ó... como irei chamar-te? / Donzela? Teu semblante nada tem / de uma simples mortal, nem timbre humano / tem a tua voz, ó deusa – pois divina / deves ser. Não serás a irmã de Apolo, / ou do sangue das ninfas tu nasceste?"	carlosalberto	2017-12-12 00:10:13	2017-12-12 21:34:08
English quotation marks: unopened closing mark	6551434	por	"Por aqui vagamos – / sem saber nada do país, seus habitantes / ou seu clima – jogados nestes ermos / pela força dos ventos e do mar. / Hão de imolar-te nossas próprias mãos / em teus altares vítimas sem conta”.	carlosalberto	2017-12-12 00:43:41	2017-12-12 21:30:04
Straight quotation marks: odd number	6551434	por	"Por aqui vagamos – / sem saber nada do país, seus habitantes / ou seu clima – jogados nestes ermos / pela força dos ventos e do mar. / Hão de imolar-te nossas próprias mãos / em teus altares vítimas sem conta”.	carlosalberto	2017-12-12 00:43:41	2017-12-12 21:30:04
Quotation marks: mixed curly and straight	6551434	por	"Por aqui vagamos – / sem saber nada do país, seus habitantes / ou seu clima – jogados nestes ermos / pela força dos ventos e do mar. / Hão de imolar-te nossas próprias mãos / em teus altares vítimas sem conta”.	carlosalberto	2017-12-12 00:43:41	2017-12-12 21:30:04
English quotation marks: unclosed opening mark	6553391	por	Replica Vênus: “Não mereço tantas honras; / das jovens tírias é costume usar aljava / e alto às pernas ligar purpúreos borzeguins".	carlosalberto	2017-12-13 14:55:56	2017-12-13 19:53:07
Straight quotation marks: odd number	6553391	por	Replica Vênus: “Não mereço tantas honras; / das jovens tírias é costume usar aljava / e alto às pernas ligar purpúreos borzeguins".	carlosalberto	2017-12-13 14:55:56	2017-12-13 19:53:07
Quotation marks: mixed curly and straight	6553391	por	Replica Vênus: “Não mereço tantas honras; / das jovens tírias é costume usar aljava / e alto às pernas ligar purpúreos borzeguins".	carlosalberto	2017-12-13 14:55:56	2017-12-13 19:53:07
Final punctuation	6556016	por	Depois do chá, começamos a discussão	heo598	2017-12-14 22:48:23	2017-12-14 22:48:23
English quotation marks: unclosed opening mark	6557489	por	"Mas vós enfim quem sois, de onde é que vindes / e para onde estais indo?” A tais perguntas, / Eneias, suspirando e tendo a voz tocada / de profunda emoção, assim responde: / “Ó deusa, se eu tiver de relatar / desde o princípio as nossas desventuras, / e se vagar tiveres para ouvi-las, / Vésper do Olimpo as portas vai fechar, / findando o dia, antes que eu finde a história".	carlosalberto	2017-12-15 21:05:40	2017-12-15 21:05:40
English quotation marks: unopened closing mark	6557489	por	"Mas vós enfim quem sois, de onde é que vindes / e para onde estais indo?” A tais perguntas, / Eneias, suspirando e tendo a voz tocada / de profunda emoção, assim responde: / “Ó deusa, se eu tiver de relatar / desde o princípio as nossas desventuras, / e se vagar tiveres para ouvi-las, / Vésper do Olimpo as portas vai fechar, / findando o dia, antes que eu finde a história".	carlosalberto	2017-12-15 21:05:40	2017-12-15 21:05:40
Quotation marks: mixed curly and straight	6557489	por	"Mas vós enfim quem sois, de onde é que vindes / e para onde estais indo?” A tais perguntas, / Eneias, suspirando e tendo a voz tocada / de profunda emoção, assim responde: / “Ó deusa, se eu tiver de relatar / desde o princípio as nossas desventuras, / e se vagar tiveres para ouvi-las, / Vésper do Olimpo as portas vai fechar, / findando o dia, antes que eu finde a história".	carlosalberto	2017-12-15 21:05:40	2017-12-15 21:05:40
English quotation marks: unopened closing mark	6557552	por	"De Europa e de Ásia repelido, aqui me encontro, / na condição de estranho e de necessitado, / a percorrer estes desertos líbios”.	carlosalberto	2017-12-15 21:52:03	2017-12-15 21:52:03
Straight quotation marks: odd number	6557552	por	"De Europa e de Ásia repelido, aqui me encontro, / na condição de estranho e de necessitado, / a percorrer estes desertos líbios”.	carlosalberto	2017-12-15 21:52:03	2017-12-15 21:52:03
Quotation marks: mixed curly and straight	6557552	por	"De Europa e de Ásia repelido, aqui me encontro, / na condição de estranho e de necessitado, / a percorrer estes desertos líbios”.	carlosalberto	2017-12-15 21:52:03	2017-12-15 21:52:03
English quotation marks: unclosed opening mark	6557554	por	Não mais podendo suportar do filho as queixas, / Vênus assim lhe interrompeu a triste fala: / “Quem quer que sejas, eu não creio que as potências / do céu te queiram mal, já que chegaste / a esta cidade tíria são e salvo".	carlosalberto	2017-12-15 21:59:33	2017-12-15 21:59:33
Straight quotation marks: odd number	6557554	por	Não mais podendo suportar do filho as queixas, / Vênus assim lhe interrompeu a triste fala: / “Quem quer que sejas, eu não creio que as potências / do céu te queiram mal, já que chegaste / a esta cidade tíria são e salvo".	carlosalberto	2017-12-15 21:59:33	2017-12-15 21:59:33
Quotation marks: mixed curly and straight	6557554	por	Não mais podendo suportar do filho as queixas, / Vênus assim lhe interrompeu a triste fala: / “Quem quer que sejas, eu não creio que as potências / do céu te queiram mal, já que chegaste / a esta cidade tíria são e salvo".	carlosalberto	2017-12-15 21:59:33	2017-12-15 21:59:33
English quotation marks: unopened closing mark	6557586	por	"Vai procurá-los, pois, a estrada é esta”.	carlosalberto	2017-12-15 23:17:22	2017-12-15 23:17:22
Straight quotation marks: odd number	6557586	por	"Vai procurá-los, pois, a estrada é esta”.	carlosalberto	2017-12-15 23:17:22	2017-12-15 23:17:22
Quotation marks: mixed curly and straight	6557586	por	"Vai procurá-los, pois, a estrada é esta”.	carlosalberto	2017-12-15 23:17:22	2017-12-15 23:17:22
Capitalization	6570393	por	"http://tatoeba.org/" é o URL do Tatoeba.	heo598	2017-12-24 15:50:03	2017-12-24 15:50:03
Colon: succeeded by letter or punctuation	6570393	por	"http://tatoeba.org/" é o URL do Tatoeba.	heo598	2017-12-24 15:50:03	2017-12-24 15:50:03
Final punctuation	6572437	por	O papai Noel apareceu no palco que foi estabelecido no local	INatsumeI	2017-12-25 22:39:34	2017-12-25 22:39:38
English quotation marks: unclosed opening mark	6574695	por	Para e chorando diz: “Acates, que lugar, / que recanto da terra não se encontra / já repleto de nossa triste história?"	carlosalberto	2017-12-27 14:04:48	2018-04-19 23:15:07
Straight quotation marks: odd number	6574695	por	Para e chorando diz: “Acates, que lugar, / que recanto da terra não se encontra / já repleto de nossa triste história?"	carlosalberto	2017-12-27 14:04:48	2018-04-19 23:15:07
Quotation marks: mixed curly and straight	6574695	por	Para e chorando diz: “Acates, que lugar, / que recanto da terra não se encontra / já repleto de nossa triste história?"	carlosalberto	2017-12-27 14:04:48	2018-04-19 23:15:07
English quotation marks: unopened closing mark	6574822	por	"Mas, nada de fraqueza! Nossa fama / ainda nos vai ser de alguma utilidade.”	carlosalberto	2017-12-27 15:12:29	2017-12-27 15:12:29
Straight quotation marks: odd number	6574822	por	"Mas, nada de fraqueza! Nossa fama / ainda nos vai ser de alguma utilidade.”	carlosalberto	2017-12-27 15:12:29	2017-12-27 15:12:29
Quotation marks: mixed curly and straight	6574822	por	"Mas, nada de fraqueza! Nossa fama / ainda nos vai ser de alguma utilidade.”	carlosalberto	2017-12-27 15:12:29	2017-12-27 15:12:29
English quotation marks: unclosed opening mark	6591095	por	Lá chegando, / e tendo sido autorizados a falar / à soberana, Ilioneu, que era o mais velho, / proferiu calmamente estas palavras: / “Ó rainha, a quem Júpiter concede / erguer nova cidade e impor das leis o freio / ao orgulho de indômitas nações, / atende aos rogos dos troianos infelizes, / que os mares cruzam à mercê dos ventos: / livra do incêndio criminoso nossas naves, / poupa este povo ordeiro e de bom coração, / e com carinho estuda nossa causa".	carlosalberto	2018-01-05 15:47:36	2018-01-05 15:47:36
Straight quotation marks: odd number	6591095	por	Lá chegando, / e tendo sido autorizados a falar / à soberana, Ilioneu, que era o mais velho, / proferiu calmamente estas palavras: / “Ó rainha, a quem Júpiter concede / erguer nova cidade e impor das leis o freio / ao orgulho de indômitas nações, / atende aos rogos dos troianos infelizes, / que os mares cruzam à mercê dos ventos: / livra do incêndio criminoso nossas naves, / poupa este povo ordeiro e de bom coração, / e com carinho estuda nossa causa".	carlosalberto	2018-01-05 15:47:36	2018-01-05 15:47:36
Quotation marks: mixed curly and straight	6591095	por	Lá chegando, / e tendo sido autorizados a falar / à soberana, Ilioneu, que era o mais velho, / proferiu calmamente estas palavras: / “Ó rainha, a quem Júpiter concede / erguer nova cidade e impor das leis o freio / ao orgulho de indômitas nações, / atende aos rogos dos troianos infelizes, / que os mares cruzam à mercê dos ventos: / livra do incêndio criminoso nossas naves, / poupa este povo ordeiro e de bom coração, / e com carinho estuda nossa causa".	carlosalberto	2018-01-05 15:47:36	2018-01-05 15:47:36
English quotation marks: unclosed opening mark	6593730	por	Dido reflete um pouco, de olhos baixos, / e então breve e concisa assim responde: / “Bani do coração, troianos, vosso medo, / do pensamento afastai toda inquietação. / O perigo que ronda um reino em formação, / como este, é que me impõe a adoção de medidas / assim tão rigorosas de defesa / nas guarnições de todas as fronteiras".	carlosalberto	2018-01-07 12:31:40	2018-01-07 12:51:44
Straight quotation marks: odd number	6593730	por	Dido reflete um pouco, de olhos baixos, / e então breve e concisa assim responde: / “Bani do coração, troianos, vosso medo, / do pensamento afastai toda inquietação. / O perigo que ronda um reino em formação, / como este, é que me impõe a adoção de medidas / assim tão rigorosas de defesa / nas guarnições de todas as fronteiras".	carlosalberto	2018-01-07 12:31:40	2018-01-07 12:51:44
Quotation marks: mixed curly and straight	6593730	por	Dido reflete um pouco, de olhos baixos, / e então breve e concisa assim responde: / “Bani do coração, troianos, vosso medo, / do pensamento afastai toda inquietação. / O perigo que ronda um reino em formação, / como este, é que me impõe a adoção de medidas / assim tão rigorosas de defesa / nas guarnições de todas as fronteiras".	carlosalberto	2018-01-07 12:31:40	2018-01-07 12:51:44
English quotation marks: unopened closing mark	6594134	por	"Oxalá vosso chefe, Eneias, impelido / pela mesma procela que vos trouxe, / presente aqui estivesse! Aliás, eu vou mandar / um grupo de homens experientes vasculhar / o nosso litoral de ponta a ponta, / a ver se, tendo naufragado, ele não anda / perdido em nossas matas, nossas vilas”.	carlosalberto	2018-01-07 17:48:21	2018-01-07 17:48:21
Straight quotation marks: odd number	6594134	por	"Oxalá vosso chefe, Eneias, impelido / pela mesma procela que vos trouxe, / presente aqui estivesse! Aliás, eu vou mandar / um grupo de homens experientes vasculhar / o nosso litoral de ponta a ponta, / a ver se, tendo naufragado, ele não anda / perdido em nossas matas, nossas vilas”.	carlosalberto	2018-01-07 17:48:21	2018-01-07 17:48:21
